site_id,month,day,year,submission_date,July,August,September
ZW04040A,10,28,2024,2024-10-28 19:58:27,0,0,0
ZW090A11,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW020488,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW010435,8,27,2024,2024-08-27 00:00:00,0,1,0
ZW04070A,10,28,2024,2024-10-28 21:35:47,0,0,0
ZW01030B,5,10,2024,2024-05-10 00:00:00,0,0,0
ZW010329,7,21,2024,2024-07-21 00:00:00,0,0,0
ZW02080B,4,27,2024,2024-04-27 00:00:00,0,0,0
ZW020343,10,28,2024,2024-10-28 08:59:00,0,0,0
ZW060126,6,22,2024,2024-06-22 00:00:00,0,0,0
ZW030325,8,17,2024,2024-08-17 00:00:00,0,0,0
ZW060745,10,16,2024,2024-10-16 07:14:42,0,0,0
ZW050698,10,21,2024,2024-10-21 08:35:06,0,0,0
ZW000A01,2,23,2024,2024-02-23 00:00:00,0,0,0
ZW060431,10,30,2024,2024-10-30 02:00:59,0,0,0
ZW000A13,4,3,2024,2024-04-03 00:00:00,0,0,0
ZW080304,7,12,2024,2024-07-12 00:00:00,0,0,0
ZW000A05,10,3,2024,2024-10-03 14:54:09,0,0,0
ZW03090A,10,15,2024,2024-10-15 13:15:08,0,0,0
ZW04070C,5,14,2024,2024-05-14 00:00:00,0,0,0
ZW080204,9,18,2024,2024-09-18 00:00:00,0,0,0
ZW090A05,2,27,2024,2024-02-27 00:00:00,0,0,0
ZW050426,4,10,2024,2024-04-10 00:00:00,0,0,0
ZW090A35,10,7,2024,2024-10-07 07:17:58,0,0,0
ZW08070C,9,5,2024,2024-09-05 00:00:00,0,0,0
ZW03030A,7,9,2024,2024-07-09 00:00:00,0,0,0
ZW080726,9,24,2024,2024-09-24 00:00:00,0,0,0
ZW080592,3,12,2024,2024-03-12 00:00:00,0,0,0
ZW020821,6,20,2024,2024-06-20 00:00:00,0,0,0
ZW020802,4,15,2024,2024-04-15 00:00:00,0,0,0
ZW070406,10,10,2024,2024-10-10 16:15:10,0,0,0
ZW04070C,5,24,2024,2024-05-24 00:00:00,0,0,0
ZW080204,3,31,2024,2024-03-31 00:00:00,0,0,0
ZW040746,6,17,2024,2024-06-17 00:00:00,0,0,0
ZW05060A,7,14,2024,2024-07-14 00:00:00,0,0,0
ZW03050B,10,27,2024,2024-10-27 12:02:13,0,0,0
ZW060179,10,7,2024,2024-10-07 19:55:50,0,0,0
ZW000A21,6,17,2024,2024-06-17 00:00:00,0,0,0
ZW080737,10,2,2024,2024-10-02 07:54:27,0,0,0
ZW090A05,3,17,2024,2024-03-17 00:00:00,0,0,0
ZW020832,7,11,2024,2024-07-11 00:00:00,0,0,0
ZW04070C,6,18,2024,2024-06-18 00:00:00,0,0,0
ZW010565,9,13,2024,2024-09-13 00:00:00,0,0,0
ZW090A10,10,7,2024,2024-10-07 08:32:50,0,0,0
ZW090A05,5,8,2024,2024-05-08 00:00:00,0,0,0
ZW070339,10,17,2024,2024-10-17 07:00:13,0,0,0
ZW080692,5,27,2024,2024-05-27 00:00:00,0,0,0
ZW000A68,9,6,2024,2024-09-06 00:00:00,0,0,0
ZW060405,10,30,2024,2024-10-30 12:03:24,0,0,0
ZW030746,4,28,2024,2024-04-28 00:00:00,0,0,0
ZW080328,10,18,2024,2024-10-18 07:39:27,0,0,0
ZW04040A,10,11,2024,2024-10-11 14:53:13,0,0,0
ZW010412,7,19,2024,2024-07-19 00:00:00,0,0,0
ZW090A33,4,3,2024,2024-04-03 00:00:00,0,0,0
ZW090A13,10,8,2024,2024-10-08 14:46:00,0,0,0
ZW030338,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW050630,9,15,2024,2024-09-15 00:00:00,0,0,0
ZW050733,6,27,2024,2024-06-27 00:00:00,0,0,0
ZW050226,3,28,2024,2024-03-28 00:00:00,0,0,0
ZW06050B,7,9,2024,2024-07-09 00:00:00,0,0,0
ZW03090A,10,8,2024,2024-10-08 01:14:11,0,0,0
ZW080734,7,17,2024,2024-07-17 00:00:00,0,0,0
ZW04040A,10,24,2024,2024-10-24 16:28:36,0,0,0
ZW080303,7,30,2024,2024-07-30 00:00:00,1,0,0
ZW000A09,2,28,2024,2024-02-28 00:00:00,0,0,0
ZW000B02,10,28,2024,2024-10-28 11:44:25,0,0,0
ZW040636,7,5,2024,2024-07-05 00:00:00,0,0,0
ZW020489,7,12,2024,2024-07-12 00:00:00,0,0,0
ZW080532,10,7,2024,2024-10-07 06:36:01,0,0,0
ZW06070A,10,16,2024,2024-10-16 20:59:55,0,0,0
ZW070606,10,24,2024,2024-10-24 18:35:27,0,0,0
ZW090A07,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW06030C,7,10,2024,2024-07-10 00:00:00,0,0,0
ZW05040B,10,2,2024,2024-10-02 05:25:05,0,0,0
ZW020820,10,23,2024,2024-10-23 06:11:35,0,0,0
ZW020432,10,31,2024,2024-10-31 08:53:25,0,0,0
ZW010564,4,4,2024,2024-04-04 00:00:00,0,0,0
ZW080532,6,3,2024,2024-06-03 00:00:00,0,0,0
ZW040462,10,8,2024,2024-10-08 22:43:30,0,0,0
ZW060302,7,7,2024,2024-07-07 00:00:00,0,0,0
ZW090A13,9,4,2024,2024-09-04 00:00:00,0,0,0
ZW060177,6,20,2024,2024-06-20 00:00:00,0,0,0
ZW090A10,9,11,2024,2024-09-11 00:00:00,0,0,0
ZW080592,3,30,2024,2024-03-30 00:00:00,0,0,0
ZW050628,4,9,2024,2024-04-09 00:00:00,0,0,0
ZW080210,9,5,2024,2024-09-05 00:00:00,0,0,0
ZW08070A,10,21,2024,2024-10-21 17:05:36,0,0,0
ZW01050G,4,4,2024,2024-04-04 00:00:00,0,0,0
ZW03090A,10,15,2024,2024-10-15 16:44:44,0,0,0
ZW090A35,10,7,2024,2024-10-07 13:53:35,0,0,0
ZW090A08,10,10,2024,2024-10-10 11:37:16,0,0,0
ZW020803,7,9,2024,2024-07-09 00:00:00,0,0,0
ZW050733,6,27,2024,2024-06-27 00:00:00,0,0,0
ZW020327,10,28,2024,2024-10-28 10:56:13,0,0,0
ZW070563,4,27,2024,2024-04-27 00:00:00,0,0,0
ZW050630,7,13,2024,2024-07-13 00:00:00,0,0,0
ZW08070C,8,4,2024,2024-08-04 00:00:00,0,0,0
ZW010119,4,24,2024,2024-04-24 00:00:00,0,0,0
ZW070401,4,19,2024,2024-04-19 00:00:00,0,0,0
ZW050230,10,4,2024,2024-10-04 11:02:16,0,0,0
ZW080582,8,6,2024,2024-08-06 00:00:00,0,0,0
ZW000A19,4,3,2024,2024-04-03 00:00:00,0,0,0
ZW04020C,10,17,2024,2024-10-17 10:10:43,0,0,0
ZW06070A,10,16,2024,2024-10-16 19:58:52,0,0,0
ZW090A49,9,29,2024,2024-09-29 00:00:00,0,0,1
ZW070491,10,23,2024,2024-10-23 17:18:15,0,0,0
ZW050628,7,26,2024,2024-07-26 00:00:00,1,0,0
ZW090A03,8,30,2024,2024-08-30 00:00:00,0,1,0
ZW030561,6,19,2024,2024-06-19 00:00:00,0,0,0
ZW06050B,7,26,2024,2024-07-26 00:00:00,1,0,0
ZW08030B,7,6,2024,2024-07-06 00:00:00,0,0,0
ZW080230,10,7,2024,2024-10-07 22:49:21,0,0,0
ZW08040B,4,7,2024,2024-04-07 00:00:00,0,0,0
ZW030337,7,8,2024,2024-07-08 00:00:00,0,0,0
ZW060225,10,24,2024,2024-10-24 21:52:39,0,0,0
ZW04020D,10,13,2024,2024-10-13 01:48:48,0,0,0
ZW030391,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW060126,6,22,2024,2024-06-22 00:00:00,0,0,0
ZW000A09,2,28,2024,2024-02-28 00:00:00,0,0,0
ZW06050B,7,30,2024,2024-07-30 00:00:00,1,0,0
ZW070406,10,2,2024,2024-10-02 12:06:43,0,0,0
ZW080303,7,30,2024,2024-07-30 00:00:00,1,0,0
ZW030723,9,20,2024,2024-09-20 00:00:00,0,0,0
ZW000A35,10,3,2024,2024-10-03 08:39:21,0,0,0
ZW060331,4,8,2024,2024-04-08 00:00:00,0,0,0
ZW06050B,7,8,2024,2024-07-08 00:00:00,0,0,0
ZW000A14,6,5,2024,2024-06-05 00:00:00,0,0,0
ZW04040A,10,17,2024,2024-10-17 21:02:58,0,0,0
ZW050626,9,3,2024,2024-09-03 00:00:00,0,0,0
ZW060291,7,20,2024,2024-07-20 00:00:00,0,0,0
ZW010529,7,15,2024,2024-07-15 00:00:00,0,0,0
ZW050733,9,27,2024,2024-09-27 00:00:00,0,0,1
ZW01040A,5,17,2024,2024-05-17 00:00:00,0,0,0
ZW030339,7,6,2024,2024-07-06 00:00:00,0,0,0
ZW090A35,10,7,2024,2024-10-07 07:18:16,0,0,0
ZW06070A,10,17,2024,2024-10-17 16:18:58,0,0,0
ZW010347,10,7,2024,2024-10-07 14:52:37,0,0,0
ZW000A33,10,2,2024,2024-10-02 05:22:44,0,0,0
ZW000A45,5,31,2024,2024-05-31 00:00:00,0,0,0
ZW030329,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW06050B,10,9,2024,2024-10-09 08:37:45,0,0,0
ZW050230,10,4,2024,2024-10-04 09:36:25,0,0,0
ZW000A44,5,27,2024,2024-05-27 00:00:00,0,0,0
ZW050506,4,4,2024,2024-04-04 00:00:00,0,0,0
ZW060106,10,7,2024,2024-10-07 19:55:26,0,0,0
ZW08050C,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW080736,2,15,2024,2024-02-15 00:00:00,0,0,0
ZW090A13,10,8,2024,2024-10-08 14:45:39,0,0,0
ZW030333,7,7,2024,2024-07-07 00:00:00,0,0,0
ZW050697,7,14,2024,2024-07-14 00:00:00,0,0,0
ZW050630,10,30,2024,2024-10-30 07:17:45,0,0,0
ZW070532,5,3,2024,2024-05-03 00:00:00,0,0,0
ZW05040B,7,26,2024,2024-07-26 00:00:00,1,0,0
ZW060628,9,17,2024,2024-09-17 00:00:00,0,0,0
ZW000A45,5,31,2024,2024-05-31 00:00:00,0,0,0
ZW04040A,10,11,2024,2024-10-11 14:52:01,0,0,0
ZW080226,10,6,2024,2024-10-06 06:50:51,0,0,0
ZW030922,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW090A06,4,7,2024,2024-04-07 00:00:00,0,0,0
ZW04040A,10,30,2024,2024-10-30 12:02:26,0,0,0
ZW070311,8,16,2024,2024-08-16 00:00:00,0,0,0
ZW070427,6,26,2024,2024-06-26 00:00:00,0,0,0
ZW040523,10,25,2024,2024-10-25 10:32:50,0,0,0
ZW000A69,4,3,2024,2024-04-03 00:00:00,0,0,0
ZW010102,10,15,2024,2024-10-15 12:18:55,0,0,0
ZW070602,10,24,2024,2024-10-24 05:07:14,0,0,0
ZW080328,10,16,2024,2024-10-16 10:42:45,0,0,0
ZW080506,7,11,2024,2024-07-11 00:00:00,0,0,0
ZW080204,8,5,2024,2024-08-05 00:00:00,0,0,0
ZW07060D,4,30,2024,2024-04-30 00:00:00,0,0,0
ZW000A45,5,31,2024,2024-05-31 00:00:00,0,0,0
ZW080592,3,20,2024,2024-03-20 00:00:00,0,0,0
ZW090A03,8,30,2024,2024-08-30 00:00:00,0,1,0
ZW070491,5,22,2024,2024-05-22 00:00:00,0,0,0
ZW07050A,4,27,2024,2024-04-27 00:00:00,0,0,0
ZW010347,6,23,2024,2024-06-23 00:00:00,0,0,0
ZW080591,10,2,2024,2024-10-02 13:23:56,0,0,0
ZW03050B,10,27,2024,2024-10-27 12:02:01,0,0,0
ZW000A01,6,29,2024,2024-06-29 00:00:00,0,0,0
ZW050628,7,22,2024,2024-07-22 00:00:00,0,0,0
ZW080628,6,20,2024,2024-06-20 00:00:00,0,0,0
ZW030722,4,12,2024,2024-04-12 00:00:00,0,0,0
ZW080737,8,2,2024,2024-08-02 00:00:00,0,0,0
ZW02050B,8,28,2024,2024-08-28 00:00:00,0,1,0
ZW090A49,8,25,2024,2024-08-25 00:00:00,0,1,0
ZW020802,4,19,2024,2024-04-19 00:00:00,0,0,0
ZW000A23,5,30,2024,2024-05-30 00:00:00,0,0,0
ZW080210,10,30,2024,2024-10-30 01:19:54,0,0,0
ZW000A09,2,28,2024,2024-02-28 00:00:00,0,0,0
ZW090A35,10,7,2024,2024-10-07 13:53:05,0,0,0
ZW090A33,8,30,2024,2024-08-30 00:00:00,0,1,0
ZW060220,6,6,2024,2024-06-06 00:00:00,0,0,0
ZW070586,4,27,2024,2024-04-27 00:00:00,0,0,0
ZW01040E,2,8,2024,2024-02-08 00:00:00,0,0,0
ZW090A17,10,18,2024,2024-10-18 01:30:17,0,0,0
ZW040189,3,8,2024,2024-03-08 00:00:00,0,0,0
ZW04040D,4,6,2024,2024-04-06 00:00:00,0,0,0
ZW060732,10,18,2024,2024-10-18 18:38:51,0,0,0
ZW07050B,7,31,2024,2024-07-31 00:00:00,1,0,0
ZW080530,6,13,2024,2024-06-13 00:00:00,0,0,0
ZW080532,10,5,2024,2024-10-05 07:10:51,0,0,0
ZW000A41,10,11,2024,2024-10-11 07:30:37,0,0,0
ZW060627,6,27,2024,2024-06-27 00:00:00,0,0,0
ZW050698,9,4,2024,2024-09-04 00:00:00,0,0,0
ZW040483,6,25,2024,2024-06-25 00:00:00,0,0,0
ZW060627,7,6,2024,2024-07-06 00:00:00,0,0,0
ZW060179,9,2,2024,2024-09-02 00:00:00,0,0,0
ZW090A03,10,10,2024,2024-10-10 16:48:41,0,0,0
ZW030701,10,7,2024,2024-10-07 14:54:37,0,0,0
ZW090A06,10,22,2024,2024-10-22 06:03:54,0,0,0
ZW080692,10,11,2024,2024-10-11 06:19:26,0,0,0
ZW090A10,10,7,2024,2024-10-07 08:32:37,0,0,0
ZW06070A,10,17,2024,2024-10-17 08:29:34,0,0,0
ZW030723,6,29,2024,2024-06-29 00:00:00,0,0,0
ZW080592,3,16,2024,2024-03-16 00:00:00,0,0,0
ZW080726,4,7,2024,2024-04-07 00:00:00,0,0,0
ZW080530,8,17,2024,2024-08-17 00:00:00,0,0,0
ZW08030A,10,5,2024,2024-10-05 11:51:11,0,0,0
ZW01010B,4,15,2024,2024-04-15 00:00:00,0,0,0
ZW030328,9,3,2024,2024-09-03 00:00:00,0,0,0
ZW020834,10,29,2024,2024-10-29 06:16:31,0,0,0
ZW000A69,4,3,2024,2024-04-03 00:00:00,0,0,0
ZW080542,10,18,2024,2024-10-18 12:47:24,0,0,0
ZW030339,8,2,2024,2024-08-02 00:00:00,0,0,0
ZW010319,8,24,2024,2024-08-24 00:00:00,0,0,0
ZW030701,5,21,2024,2024-05-21 00:00:00,0,0,0
ZW080226,9,10,2024,2024-09-10 00:00:00,0,0,0
ZW05050A,7,12,2024,2024-07-12 00:00:00,0,0,0
ZW010527,10,24,2024,2024-10-24 18:35:33,0,0,0
ZW010134,7,11,2024,2024-07-11 00:00:00,0,0,0
ZW090A17,10,18,2024,2024-10-18 02:54:01,0,0,0
ZW070504,4,24,2024,2024-04-24 00:00:00,0,0,0
ZW04050B,5,4,2024,2024-05-04 00:00:00,0,0,0
ZW090A06,10,31,2024,2024-10-31 06:13:31,0,0,0
ZW080226,10,6,2024,2024-10-06 06:50:55,0,0,0
ZW010412,10,11,2024,2024-10-11 06:17:21,0,0,0
ZW000A23,8,31,2024,2024-08-31 00:00:00,0,1,0
ZW080702,10,9,2024,2024-10-09 08:03:24,0,0,0
ZW090A05,8,29,2024,2024-08-29 00:00:00,0,1,0
ZW08070A,10,30,2024,2024-10-30 09:30:30,0,0,0
ZW060231,10,15,2024,2024-10-15 23:06:20,0,0,0
ZW07030C,10,18,2024,2024-10-18 12:48:55,0,0,0
ZW070563,7,24,2024,2024-07-24 00:00:00,0,0,0
ZW010447,4,16,2024,2024-04-16 00:00:00,0,0,0
ZW03090A,10,24,2024,2024-10-24 14:13:31,0,0,0
ZW090A03,10,10,2024,2024-10-10 16:49:15,0,0,0
ZW070561,7,20,2024,2024-07-20 00:00:00,0,0,0
ZW030339,4,13,2024,2024-04-13 00:00:00,0,0,0
ZW090A35,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW04070C,6,19,2024,2024-06-19 00:00:00,0,0,0
ZW03090B,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW060106,10,7,2024,2024-10-07 18:27:35,0,0,0
ZW04070C,5,17,2024,2024-05-17 00:00:00,0,0,0
ZW020350,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW07050B,7,31,2024,2024-07-31 00:00:00,1,0,0
ZW04070C,5,23,2024,2024-05-23 00:00:00,0,0,0
ZW090A09,5,20,2024,2024-05-20 00:00:00,0,0,0
ZW090A27,10,4,2024,2024-10-04 09:37:30,0,0,0
ZW01060B,8,20,2024,2024-08-20 00:00:00,0,0,0
ZW000A23,5,30,2024,2024-05-30 00:00:00,0,0,0
ZW090A05,2,28,2024,2024-02-28 00:00:00,0,0,0
ZW04020D,10,10,2024,2024-10-10 08:59:03,0,0,0
ZW000A21,6,22,2024,2024-06-22 00:00:00,0,0,0
ZW05060B,7,14,2024,2024-07-14 00:00:00,0,0,0
ZW080403,4,25,2024,2024-04-25 00:00:00,0,0,0
ZW030723,8,13,2024,2024-08-13 00:00:00,0,0,0
ZW070627,6,30,2024,2024-06-30 00:00:00,0,0,0
ZW080606,7,31,2024,2024-07-31 00:00:00,1,0,0
ZW03030A,7,9,2024,2024-07-09 00:00:00,0,0,0
ZW090A33,10,23,2024,2024-10-23 07:45:40,0,0,0
ZW090A66,7,15,2024,2024-07-15 00:00:00,0,0,0
ZW020485,6,21,2024,2024-06-21 00:00:00,0,0,0
ZW030701,5,7,2024,2024-05-07 00:00:00,0,0,0
ZW010412,7,17,2024,2024-07-17 00:00:00,0,0,0
ZW06070A,2,12,2024,2024-02-12 00:00:00,0,0,0
ZW04070C,6,19,2024,2024-06-19 00:00:00,0,0,0
ZW090A12,7,2,2024,2024-07-02 00:00:00,0,0,0
ZW07050B,7,6,2024,2024-07-06 00:00:00,0,0,0
ZW010419,6,27,2024,2024-06-27 00:00:00,0,0,0
ZW090A11,10,23,2024,2024-10-23 06:33:57,0,0,0
ZW000A29,2,29,2024,2024-02-29 00:00:00,0,0,0
ZW040462,4,5,2024,2024-04-05 00:00:00,0,0,0
ZW05020A,10,22,2024,2024-10-22 02:43:17,0,0,0
ZW070423,9,4,2024,2024-09-04 00:00:00,0,0,0
ZW080542,10,18,2024,2024-10-18 12:46:33,0,0,0
ZW020802,4,17,2024,2024-04-17 00:00:00,0,0,0
ZW01050G,4,4,2024,2024-04-04 00:00:00,0,0,0
ZW060425,10,30,2024,2024-10-30 12:04:19,0,0,0
ZW050406,4,10,2024,2024-04-10 00:00:00,0,0,0
ZW010419,8,20,2024,2024-08-20 00:00:00,0,0,0
ZW04040A,10,8,2024,2024-10-08 02:55:59,0,0,0
ZW080493,7,30,2024,2024-07-30 00:00:00,1,0,0
ZW080506,9,12,2024,2024-09-12 00:00:00,0,0,0
ZW070401,7,5,2024,2024-07-05 00:00:00,0,0,0
ZW08070C,8,2,2024,2024-08-02 00:00:00,0,0,0
ZW020447,3,26,2024,2024-03-26 00:00:00,0,0,0
ZW050628,7,14,2024,2024-07-14 00:00:00,0,0,0
ZW04070A,10,28,2024,2024-10-28 21:35:46,0,0,0
ZW020833,6,24,2024,2024-06-24 00:00:00,0,0,0
ZW04060C,6,11,2024,2024-06-11 00:00:00,0,0,0
ZW040249,6,26,2024,2024-06-26 00:00:00,0,0,0
ZW04040A,10,25,2024,2024-10-25 10:31:08,0,0,0
ZW020532,8,2,2024,2024-08-02 00:00:00,0,0,0
ZW000A41,7,1,2024,2024-07-01 00:00:00,0,0,0
ZW070427,5,24,2024,2024-05-24 00:00:00,0,0,0
ZW060220,7,13,2024,2024-07-13 00:00:00,0,0,0
ZW090A09,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW010565,8,11,2024,2024-08-11 00:00:00,0,0,0
ZW070564,4,26,2024,2024-04-26 00:00:00,0,0,0
ZW060362,7,10,2024,2024-07-10 00:00:00,0,0,0
ZW05060A,7,15,2024,2024-07-15 00:00:00,0,0,0
ZW080628,4,13,2024,2024-04-13 00:00:00,0,0,0
ZW04040A,10,25,2024,2024-10-25 08:03:47,0,0,0
ZW060626,2,3,2024,2024-02-03 00:00:00,0,0,0
ZW030339,4,13,2024,2024-04-13 00:00:00,0,0,0
ZW080702,10,22,2024,2024-10-22 14:53:27,0,0,0
ZW060627,7,7,2024,2024-07-07 00:00:00,0,0,0
ZW030706,7,19,2024,2024-07-19 00:00:00,0,0,0
ZW060230,4,5,2024,2024-04-05 00:00:00,0,0,0
ZW06020B,10,22,2024,2024-10-22 08:59:22,0,0,0
ZW080204,7,9,2024,2024-07-09 00:00:00,0,0,0
ZW080726,10,13,2024,2024-10-13 12:54:31,0,0,0
ZW000A13,4,3,2024,2024-04-03 00:00:00,0,0,0
ZW08040E,6,25,2024,2024-06-25 00:00:00,0,0,0
ZW030746,4,12,2024,2024-04-12 00:00:00,0,0,0
ZW040624,5,31,2024,2024-05-31 00:00:00,0,0,0
ZW050628,7,20,2024,2024-07-20 00:00:00,0,0,0
ZW090A10,9,11,2024,2024-09-11 00:00:00,0,0,0
ZW02080B,6,4,2024,2024-06-04 00:00:00,0,0,0
ZW080592,3,27,2024,2024-03-27 00:00:00,0,0,0
ZW08070A,10,21,2024,2024-10-21 14:38:57,0,0,0
ZW04020D,10,13,2024,2024-10-13 01:48:35,0,0,0
ZW03090A,10,15,2024,2024-10-15 13:11:53,0,0,0
ZW040462,10,8,2024,2024-10-08 23:15:35,0,0,0
ZW060220,6,17,2024,2024-06-17 00:00:00,0,0,0
ZW04070C,6,18,2024,2024-06-18 00:00:00,0,0,0
ZW020833,6,7,2024,2024-06-07 00:00:00,0,0,0
ZW050628,7,27,2024,2024-07-27 00:00:00,1,0,0
ZW020534,7,26,2024,2024-07-26 00:00:00,1,0,0
ZW000A37,9,9,2024,2024-09-09 00:00:00,0,0,0
ZW07040A,10,11,2024,2024-10-11 11:53:12,0,0,0
ZW010419,6,12,2024,2024-06-12 00:00:00,0,0,0
ZW050698,10,24,2024,2024-10-24 21:52:36,0,0,0
ZW070423,10,9,2024,2024-10-09 00:23:13,0,0,0
ZW010325,4,8,2024,2024-04-08 00:00:00,0,0,0
ZW000A19,4,3,2024,2024-04-03 00:00:00,0,0,0
ZW070445,5,15,2024,2024-05-15 00:00:00,0,0,0
ZW070339,6,4,2024,2024-06-04 00:00:00,0,0,0
ZW090A33,3,13,2024,2024-03-13 00:00:00,0,0,0
ZW04040A,10,22,2024,2024-10-22 06:39:39,0,0,0
ZW03090A,10,15,2024,2024-10-15 08:28:27,0,0,0
ZW05060A,8,25,2024,2024-08-25 00:00:00,0,1,0
ZW030248,10,29,2024,2024-10-29 14:54:58,0,0,0
ZW03090A,10,8,2024,2024-10-08 01:12:43,0,0,0
ZW08070C,9,14,2024,2024-09-14 00:00:00,0,0,0
ZW04040A,10,11,2024,2024-10-11 13:46:53,0,0,0
ZW070532,4,17,2024,2024-04-17 00:00:00,0,0,0
ZW050406,7,10,2024,2024-07-10 00:00:00,0,0,0
ZW05040B,7,8,2024,2024-07-08 00:00:00,0,0,0
ZW06050B,7,20,2024,2024-07-20 00:00:00,0,0,0
ZW010512,7,17,2024,2024-07-17 00:00:00,0,0,0
ZW08070A,10,21,2024,2024-10-21 15:25:17,0,0,0
ZW000A37,10,7,2024,2024-10-07 15:18:01,0,0,0
ZW090A05,2,26,2024,2024-02-26 00:00:00,0,0,0
ZW080226,10,6,2024,2024-10-06 08:27:38,0,0,0
ZW07050B,8,7,2024,2024-08-07 00:00:00,0,0,0
ZW010118,8,20,2024,2024-08-20 00:00:00,0,0,0
ZW02080B,5,20,2024,2024-05-20 00:00:00,0,0,0
ZW04040A,10,8,2024,2024-10-08 02:52:52,0,0,0
ZW060231,7,18,2024,2024-07-18 00:00:00,0,0,0
ZW080530,10,2,2024,2024-10-02 16:23:37,0,0,0
ZW080532,5,23,2024,2024-05-23 00:00:00,0,0,0
ZW000A05,4,3,2024,2024-04-03 00:00:00,0,0,0
ZW010560,4,13,2024,2024-04-13 00:00:00,0,0,0
ZW090A09,9,10,2024,2024-09-10 00:00:00,0,0,0
ZW050631,9,30,2024,2024-09-30 00:00:00,0,0,1
ZW090A17,10,18,2024,2024-10-18 02:52:39,0,0,0
ZW010102,10,15,2024,2024-10-15 12:19:05,0,0,0
ZW05040B,10,4,2024,2024-10-04 16:03:54,0,0,0
ZW01050E,7,29,2024,2024-07-29 00:00:00,1,0,0
ZW070313,7,23,2024,2024-07-23 00:00:00,0,0,0
ZW06070E,7,9,2024,2024-07-09 00:00:00,0,0,0
ZW030990,3,8,2024,2024-03-08 00:00:00,0,0,0
ZW08070A,10,21,2024,2024-10-21 15:25:40,0,0,0
ZW010433,4,26,2024,2024-04-26 00:00:00,0,0,0
ZW080602,6,21,2024,2024-06-21 00:00:00,0,0,0
ZW090A35,10,8,2024,2024-10-08 14:48:33,0,0,0
ZW06070A,10,17,2024,2024-10-17 14:24:29,0,0,0
ZW030326,7,6,2024,2024-07-06 00:00:00,0,0,0
ZW05060A,7,15,2024,2024-07-15 00:00:00,0,0,0
ZW06050B,7,22,2024,2024-07-22 00:00:00,0,0,0
ZW080530,5,20,2024,2024-05-20 00:00:00,0,0,0
ZW040621,10,2,2024,2024-10-02 14:02:17,0,0,0
ZW08070A,10,21,2024,2024-10-21 15:24:22,0,0,0
